,交易权属,产权年限,供暖方式,小区名称,建成年代,建筑类型,建筑结构,建筑面积,总价,总楼层,户型结构,房屋年限,房屋用途,房权所属,挂牌时间,梯户比例,楼层,片区,行政区域,装修情况,配备电梯,室,厅,厨,卫,西北,东,西,南,东南,东北,北,西南
819,商品房,70.0,集中供暖,友谊社区,1958.0,板楼,混合结构,83.14,640.0,4.0,平层,满五年,普通住宅,非共有,391,0.25,中楼层,苏州桥,海淀,简装,无,3,1,1,1,0,0,0,1,0,0,1,0
943,商品房,70.0,集中供暖,彩电宿舍,1980.0,板楼,混合结构,48.8,420.0,6.0,平层,满五年,普通住宅,非共有,84,0.3333333333333333,底层,甘家口,海淀,其他,无,2,1,1,1,0,0,0,1,0,0,0,0
944,商品房,70.0,集中供暖,彩电宿舍,1980.0,板楼,混合结构,52.8,436.0,6.0,平层,满五年,普通住宅,非共有,215,0.3333333333333333,顶层,甘家口,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,0,0
945,已购公房,70.0,集中供暖,彩电宿舍,1980.0,板楼,混合结构,59.5,480.0,6.0,平层,满五年,普通住宅,非共有,208,0.3333333333333333,顶层,甘家口,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
946,商品房,70.0,集中供暖,彩电宿舍,1980.0,板楼,混合结构,52.8,461.6,6.0,平层,满五年,普通住宅,非共有,186,0.3333333333333333,低楼层,甘家口,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,0,0
970,央产房,70.0,集中供暖,昌运宫,1986.0,板塔结合,钢混结构,77.6,665.0,12.0,平层,满五年,普通住宅,非共有,102,0.25,低楼层,紫竹桥,海淀,简装,有,3,1,1,1,0,0,0,1,0,0,1,0
971,央产房,70.0,集中供暖,昌运宫,1986.0,板塔结合,钢混结构,77.6,655.0,12.0,平层,满两年,普通住宅,共有,272,0.25,高楼层,紫竹桥,海淀,精装,有,3,1,1,1,0,0,0,1,0,0,1,0
972,已购公房,70.0,集中供暖,昌运宫,1986.0,塔楼,钢混结构,64.98,515.0,18.0,平层,满五年,普通住宅,非共有,95,0.3333333333333333,中楼层,紫竹桥,海淀,其他,有,3,0,1,1,0,0,0,1,0,0,0,0
974,商品房,70.0,集中供暖,昌运宫,1986.0,塔楼,钢混结构,64.98,513.0,18.0,平层,满五年,普通住宅,非共有,131,0.3333333333333333,低楼层,紫竹桥,海淀,其他,有,3,0,1,1,0,0,0,1,0,0,0,0
975,商品房,70.0,集中供暖,昌运宫,1990.0,塔楼,钢混结构,75.66,590.0,13.0,平层,满五年,普通住宅,非共有,219,0.25,中楼层,紫竹桥,海淀,其他,有,2,1,1,1,0,0,0,1,0,0,0,0
976,商品房,70.0,集中供暖,昌运宫,1990.0,塔楼,钢混结构,55.22,439.8,13.0,平层,满五年,普通住宅,非共有,204,0.25,低楼层,紫竹桥,海淀,精装,有,1,1,1,1,0,0,0,1,0,0,1,0
977,商品房,70.0,集中供暖,昌运宫,1986.0,塔楼,钢混结构,99.51,798.0,18.0,平层,满五年,普通住宅,共有,273,0.3333333333333333,高楼层,紫竹桥,海淀,精装,有,3,1,1,1,0,0,0,1,0,0,1,0
978,商品房,70.0,集中供暖,昌运宫,1990.0,塔楼,钢混结构,67.51,521.0,13.0,平层,满五年,普通住宅,非共有,232,0.25,中楼层,紫竹桥,海淀,精装,有,2,1,1,1,1,1,0,0,0,0,0,0
979,商品房,70.0,集中供暖,昌运宫,1997.0,板塔结合,钢混结构,80.2,640.0,11.0,平层,满五年,普通住宅,非共有,398,0.25,中楼层,紫竹桥,海淀,精装,有,3,1,1,1,0,0,0,0,1,0,0,0
980,商品房,70.0,集中供暖,昌运宫,1984.0,塔楼,钢混结构,71.3,550.0,16.0,平层,满五年,普通住宅,非共有,294,0.25,高楼层,紫竹桥,海淀,简装,有,3,1,1,1,0,0,0,0,0,1,0,0
981,商品房,70.0,集中供暖,昌运宫,1984.0,塔楼,钢混结构,72.6,557.0,17.0,平层,满五年,普通住宅,非共有,264,0.25,高楼层,紫竹桥,海淀,精装,有,3,1,1,1,0,0,0,0,0,1,0,0
982,商品房,70.0,集中供暖,昌运宫,1990.0,塔楼,钢混结构,67.51,520.0,13.0,平层,满五年,普通住宅,非共有,384,0.25,高楼层,紫竹桥,海淀,简装,有,2,1,1,1,0,0,0,0,0,0,0,1
984,商品房,70.0,集中供暖,昌运宫,1984.0,塔楼,钢混结构,66.6,586.0,17.0,平层,满五年,普通住宅,非共有,285,0.25,中楼层,紫竹桥,海淀,精装,有,2,1,1,1,0,0,0,1,0,0,0,0
1094,商品房,70.0,集中供暖,翠微南里,1990.0,板楼,混合结构,36.42,345.0,6.0,平层,满五年,普通住宅,非共有,55,0.041666666666666664,高楼层,公主坟,海淀,简装,无,1,1,1,1,0,0,0,0,0,0,0,1
1095,已购公房,70.0,集中供暖,翠微南里,1990.0,板楼,混合结构,49.22,387.0,6.0,平层,满五年,普通住宅,非共有,302,0.041666666666666664,高楼层,公主坟,海淀,精装,无,2,1,1,1,0,0,1,0,0,0,0,0
1096,已购公房,70.0,集中供暖,翠微南里,1990.0,板楼,混合结构,36.42,354.0,6.0,平层,满五年,普通住宅,非共有,44,0.041666666666666664,中楼层,公主坟,海淀,精装,无,1,1,1,1,0,0,1,0,0,0,0,0
1097,商品房,70.0,集中供暖,翠微南里,1990.0,板楼,混合结构,58.38,529.0,6.0,平层,满五年,普通住宅,共有,58,0.5,高楼层,公主坟,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
1098,已购公房,70.0,集中供暖,翠微南里,1988.0,塔楼,钢混结构,44.57,424.5,18.0,平层,满五年,普通住宅,非共有,58,0.2857142857142857,高楼层,公主坟,海淀,其他,有,1,1,1,1,0,0,0,1,0,0,0,0
1099,已购公房,70.0,集中供暖,翠微南里,1985.0,板楼,混合结构,50.1,510.0,5.0,平层,满五年,普通住宅,非共有,110,0.5,底层,公主坟,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
1100,已购公房,70.0,集中供暖,翠微南里,1988.0,板楼,混合结构,69.54,664.0,5.0,平层,满五年,普通住宅,非共有,128,0.5,中楼层,公主坟,海淀,精装,无,3,1,1,1,0,0,0,1,0,0,1,0
1101,商品房,70.0,集中供暖,翠微南里,1988.0,板楼,混合结构,54.7,478.0,5.0,平层,满五年,普通住宅,非共有,94,0.3333333333333333,中楼层,公主坟,海淀,精装,无,2,1,1,1,0,0,0,0,1,0,0,0
1103,商品房,70.0,集中供暖,翠微南里,1990.0,板楼,混合结构,57.35,508.0,6.0,平层,满五年,普通住宅,非共有,102,0.5,中楼层,公主坟,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
1104,商品房,70.0,集中供暖,翠微南里,1990.0,板楼,混合结构,36.42,345.0,6.0,平层,满两年,普通住宅,非共有,108,0.041666666666666664,高楼层,公主坟,海淀,简装,无,1,1,1,1,0,0,0,0,0,0,0,1
1105,商品房,70.0,集中供暖,翠微南里,1988.0,塔楼,钢混结构,43.67,382.0,18.0,平层,满两年,普通住宅,共有,142,0.2857142857142857,顶层,公主坟,海淀,精装,有,1,1,1,1,0,0,0,1,0,0,0,0
1106,商品房,70.0,集中供暖,翠微南里,1988.0,板楼,混合结构,40.0,395.0,6.0,平层,满五年,普通住宅,非共有,99,0.3333333333333333,高楼层,公主坟,海淀,其他,无,1,1,1,1,0,0,0,1,0,0,0,0
1107,商品房,70.0,集中供暖,翠微南里,1988.0,板楼,混合结构,54.47,519.0,5.0,平层,满五年,普通住宅,非共有,195,0.3333333333333333,中楼层,公主坟,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
1108,商品房,70.0,集中供暖,翠微南里,1990.0,板楼,混合结构,40.61,388.0,6.0,平层,满五年,普通住宅,非共有,200,0.3333333333333333,中楼层,公主坟,海淀,简装,无,1,1,1,1,0,0,0,1,0,0,0,0
1109,商品房,70.0,集中供暖,翠微南里,1988.0,板楼,混合结构,54.8,519.0,5.0,平层,满五年,普通住宅,非共有,296,0.5,中楼层,公主坟,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
1110,已购公房,70.0,集中供暖,翠微南里,1990.0,塔楼,钢混结构,90.67,750.0,18.0,平层,满五年,普通住宅,共有,279,0.2857142857142857,高楼层,公主坟,海淀,简装,有,3,1,1,1,0,0,0,0,1,0,1,0
1111,商品房,70.0,集中供暖,翠微南里,1987.0,塔楼,钢混结构,43.7,420.0,18.0,平层,满五年,普通住宅,非共有,255,0.2857142857142857,顶层,公主坟,海淀,精装,有,1,1,1,1,0,0,0,1,0,0,0,0
1113,商品房,70.0,集中供暖,翠微南里,1990.0,板楼,混合结构,58.11,508.0,6.0,平层,满五年,普通住宅,非共有,256,0.5,中楼层,公主坟,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
1117,商品房,70.0,集中供暖,翠微南里,1990.0,板楼,混合结构,40.06,340.0,6.0,平层,满五年,普通住宅,非共有,319,0.041666666666666664,中楼层,公主坟,海淀,简装,无,1,1,1,1,0,0,1,0,0,0,0,0
1118,商品房,70.0,集中供暖,翠微南里,1990.0,板楼,混合结构,36.42,300.0,6.0,平层,满五年,普通住宅,非共有,384,0.041666666666666664,中楼层,公主坟,海淀,简装,无,1,1,1,1,0,0,1,0,0,0,0,0
1418,商品房,70.0,集中供暖,厂洼街17号院,1998.0,板楼,混合结构,76.0,696.0,6.0,平层,满五年,普通住宅,非共有,95,0.5,中楼层,厂洼,海淀,其他,无,2,1,1,1,0,0,0,1,0,0,1,0
1419,商品房,70.0,集中供暖,厂洼街17号院,1998.0,板楼,混合结构,76.0,769.8,6.0,平层,满五年,普通住宅,非共有,298,0.5,中楼层,厂洼,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
1420,商品房,70.0,集中供暖,厂洼街17号院,1998.0,板楼,砖混结构,75.7,790.0,6.0,平层,满五年,普通住宅,非共有,381,0.5,高楼层,厂洼,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
1421,商品房,70.0,集中供暖,厂洼街17号院,1997.0,板楼,砖混结构,76.0,820.0,6.0,平层,满五年,普通住宅,非共有,398,0.5,中楼层,厂洼,海淀,其他,无,2,1,1,1,0,0,0,1,0,0,1,0
1431,已购公房,70.0,集中供暖,常秀家园,1996.0,板楼,混合结构,81.5,447.0,6.0,平层,满五年,普通住宅,非共有,52,0.5,中楼层,西三旗,海淀,精装,无,2,2,1,1,0,0,0,1,0,0,1,0
1432,商品房,70.0,集中供暖,常秀家园,1994.0,板楼,混合结构,62.3,196.0,6.0,平层,满五年,普通住宅,非共有,93,0.5,地下室,西三旗,海淀,其他,无,2,1,1,1,0,0,0,1,0,0,1,0
1433,商品房,70.0,集中供暖,常秀家园,1994.0,板楼,混合结构,62.3,195.0,6.0,平层,满五年,普通住宅,非共有,102,0.5,地下室,西三旗,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
1434,已购公房,70.0,集中供暖,常秀家园,1996.0,板楼,混合结构,58.5,330.0,6.0,平层,满五年,普通住宅,非共有,231,0.5,高楼层,西三旗,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
1435,商品房,70.0,集中供暖,常秀家园,1994.0,板楼,混合结构,62.3,330.0,6.0,平层,满五年,普通住宅,非共有,331,0.3333333333333333,顶层,西三旗,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
1436,商品房,70.0,集中供暖,常秀家园,1996.0,板楼,混合结构,58.5,345.0,6.0,平层,满五年,普通住宅,共有,200,0.5,低楼层,西三旗,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
1438,商品房,70.0,集中供暖,常秀家园,1994.0,板楼,混合结构,81.0,205.0,6.0,平层,满五年,普通住宅,非共有,216,0.3333333333333333,地下室,西三旗,海淀,简装,无,3,1,1,1,0,0,0,1,0,0,1,0
1527,商品房,70.0,自供暖,车公庄西路27号院,1983.0,板楼,混合结构,57.16,505.0,6.0,平层,满五年,普通住宅,非共有,243,0.3333333333333333,底层,紫竹桥,海淀,毛坯,无,2,1,1,1,0,0,0,1,0,0,1,0
1547,商品房,70.0,集中供暖,晨月园,2007.0,塔楼,钢混结构,89.57,808.0,17.0,平层,满两年,普通住宅,非共有,324,0.21428571428571427,中楼层,世纪城,海淀,精装,有,2,1,1,1,0,0,0,0,0,0,0,1
1549,商品房,70.0,集中供暖,晨月园,2007.0,塔楼,钢混结构,93.74,822.0,17.0,平层,满五年,普通住宅,非共有,284,0.21428571428571427,底层,世纪城,海淀,精装,有,2,2,1,1,0,0,0,0,1,0,0,0
1864,已购公房,70.0,集中供暖,翠微3号院,1980.0,板楼,混合结构,68.1,573.5,5.0,平层,满五年,普通住宅,非共有,114,0.5,底层,公主坟,海淀,简装,无,3,1,1,1,0,0,0,1,0,0,1,0
1865,商品房,70.0,集中供暖,翠微3号院,1980.0,板楼,混合结构,67.3,580.0,5.0,平层,满五年,普通住宅,非共有,192,0.25,中楼层,公主坟,海淀,简装,无,3,1,1,1,0,0,0,1,0,0,1,0
1866,商品房,70.0,集中供暖,翠微3号院,1980.0,板楼,混合结构,67.3,580.0,5.0,平层,满五年,普通住宅,非共有,266,0.25,中楼层,公主坟,海淀,简装,无,3,1,1,1,0,0,0,1,0,0,1,0
1884,央产房,70.0,集中供暖,大慧寺12号院,2000.0,板塔结合,钢混结构,119.99,1100.0,14.0,跃层,满五年,普通住宅,非共有,217,0.18181818181818182,中楼层,白石桥,海淀,精装,有,3,1,1,2,0,1,1,0,0,0,0,0
1885,商品房,70.0,集中供暖,大慧寺12号院,1986.0,板塔结合,钢混结构,47.7,425.0,12.0,平层,满五年,普通住宅,非共有,296,0.25,中楼层,白石桥,海淀,简装,有,1,1,1,1,0,0,0,1,0,0,1,0
1886,商品房,70.0,集中供暖,大慧寺12号院,1981.0,板楼,混合结构,62.0,630.0,6.0,平层,满五年,普通住宅,非共有,382,0.3333333333333333,顶层,白石桥,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
1918,央产房,70.0,集中供暖,大慧寺20号院,1990.0,板楼,混合结构,56.1,451.0,6.0,平层,满五年,普通住宅,非共有,188,0.5,底层,白石桥,海淀,简装,无,2,1,1,1,0,1,1,0,0,0,0,0
1942,商品房,70.0,集中供暖,建材城东二里,2000.0,塔楼,钢混结构,68.79,383.0,22.0,平层,满五年,普通住宅,共有,386,0.2,高楼层,西三旗,海淀,简装,有,2,1,1,1,0,0,1,1,0,0,0,0
1943,商品房,70.0,集中供暖,建材城东二里,1998.0,板楼,混合结构,82.14,465.0,6.0,平层,满两年,普通住宅,非共有,241,0.5,中楼层,西三旗,海淀,精装,无,3,1,1,1,0,0,0,1,0,0,1,0
1945,商品房,70.0,集中供暖,建材城东二里,1999.0,板楼,混合结构,60.39,357.0,6.0,平层,满五年,普通住宅,非共有,363,0.3333333333333333,中楼层,西三旗,海淀,简装,无,1,1,1,1,0,0,0,1,0,0,0,0
1946,商品房,70.0,集中供暖,建材城东二里,2001.0,板楼,混合结构,76.71,435.0,6.0,平层,满五年,普通住宅,非共有,360,0.5,底层,西三旗,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
1947,商品房,70.0,集中供暖,建材城东二里,1998.0,板楼,混合结构,47.26,304.0,6.0,平层,满五年,普通住宅,非共有,288,0.3333333333333333,中楼层,西三旗,海淀,精装,无,1,1,1,1,0,0,0,1,0,0,0,0
1949,商品房,70.0,集中供暖,建材城东二里,2000.0,塔楼,钢混结构,68.79,408.0,22.0,平层,满五年,普通住宅,非共有,383,0.2,中楼层,西三旗,海淀,精装,有,2,1,1,1,0,0,1,1,0,0,0,0
2219,商品房,70.0,集中供暖,建材城东一里,1996.0,板楼,混合结构,60.53,350.0,6.0,平层,满五年,普通住宅,非共有,281,0.5,高楼层,西三旗,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
2220,商品房,70.0,集中供暖,建材城东一里,1996.0,板楼,混合结构,60.68,360.0,6.0,平层,满五年,普通住宅,非共有,343,0.5,底层,西三旗,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
2221,商品房,70.0,集中供暖,建材城东一里,1996.0,板楼,混合结构,77.9,428.0,7.0,平层,满五年,普通住宅,非共有,377,0.5,中楼层,西三旗,海淀,精装,无,3,1,1,1,0,0,0,1,0,0,1,0
2222,商品房,70.0,集中供暖,建材城东一里,1996.0,板楼,混合结构,59.71,348.0,7.0,平层,满五年,普通住宅,非共有,262,0.3333333333333333,中楼层,西三旗,海淀,其他,无,2,1,1,1,0,0,0,1,0,0,1,0
2223,商品房,70.0,集中供暖,建材城东一里,1996.0,板楼,混合结构,60.53,347.0,6.0,平层,满五年,普通住宅,非共有,289,0.5,高楼层,西三旗,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
2227,商品房,70.0,集中供暖,建材城东一里,1996.0,板楼,混合结构,59.71,370.0,7.0,平层,满五年,普通住宅,非共有,348,0.3333333333333333,中楼层,西三旗,海淀,简装,无,3,1,1,1,0,0,0,1,0,0,1,0
2398,已购公房,70.0,集中供暖,金沟河12号院,1993.0,板楼,混合结构,47.6,343.0,7.0,平层,满五年,普通住宅,非共有,297,0.3333333333333333,顶层,玉泉路,海淀,简装,无,1,1,1,1,0,0,0,1,0,0,0,0
2399,商品房,70.0,集中供暖,金沟河12号院,1990.0,板楼,混合结构,45.2,300.0,6.0,平层,满五年,普通住宅,非共有,141,0.5,顶层,玉泉路,海淀,简装,无,1,1,1,1,0,0,0,1,0,0,0,0
2400,商品房,70.0,集中供暖,金沟河12号院,1992.0,板楼,混合结构,71.1,526.0,6.0,平层,满五年,普通住宅,非共有,297,0.5,顶层,玉泉路,海淀,精装,无,3,1,1,1,0,0,0,1,0,0,1,0
2402,商品房,70.0,集中供暖,金沟河12号院,1990.0,板楼,混合结构,58.2,416.0,6.0,平层,满五年,普通住宅,非共有,283,0.5,高楼层,玉泉路,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
2577,商品房,70.0,集中供暖,交大东路56号院,1993.7698001480385,塔楼,钢混结构,83.6,730.0,18.0,平层,满五年,普通住宅,非共有,237,0.25,中楼层,西直门,海淀,简装,有,3,1,1,1,0,0,0,0,1,0,0,0
2842,商品房,70.0,集中供暖,加气混凝土厂宿舍,1984.0,板楼,混合结构,52.7,435.0,5.0,平层,满五年,普通住宅,非共有,55,0.3333333333333333,底层,清河,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,0,0
2843,商品房,70.0,集中供暖,加气混凝土厂宿舍,1989.0,板楼,混合结构,40.0,295.0,6.0,平层,满五年,普通住宅,非共有,132,0.2,顶层,清河,海淀,简装,无,1,1,1,1,0,0,0,1,0,0,0,0
2844,已购公房,70.0,集中供暖,加气混凝土厂宿舍,1989.0,板楼,混合结构,57.8,412.0,6.0,平层,满五年,普通住宅,非共有,66,0.2,低楼层,清河,海淀,精装,无,2,1,1,1,0,0,0,0,1,0,0,0
2845,商品房,70.0,集中供暖,加气混凝土厂宿舍,1993.0,板楼,混合结构,45.5,306.0,6.0,平层,满五年,普通住宅,共有,226,0.3333333333333333,顶层,清河,海淀,简装,无,1,1,1,1,0,0,0,1,0,0,0,0
2847,商品房,70.0,集中供暖,加气混凝土厂宿舍,1996.0,板楼,混合结构,65.9,215.0,7.0,平层,满五年,普通住宅,非共有,176,0.5,地下室,清河,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
2849,商品房,70.0,集中供暖,加气混凝土厂宿舍,1993.0,板楼,混合结构,45.5,325.0,6.0,平层,满五年,普通住宅,非共有,250,0.3333333333333333,中楼层,清河,海淀,简装,无,1,1,1,1,0,0,0,1,0,0,0,0
2850,商品房,70.0,集中供暖,加气混凝土厂宿舍,1984.0,板楼,混合结构,71.5,463.0,5.0,平层,满五年,普通住宅,非共有,291,0.5,中楼层,清河,海淀,精装,无,3,1,1,1,0,0,0,1,0,0,1,0
2851,商品房,70.0,集中供暖,加气混凝土厂宿舍,1981.0,板楼,混合结构,60.0,380.0,5.0,平层,满五年,普通住宅,非共有,371,0.3333333333333333,中楼层,清河,海淀,简装,无,3,1,1,1,0,1,0,1,0,0,1,0
2898,商品房,70.0,集中供暖,蓟门东里,1985.0,板塔结合,钢混结构,66.0,473.0,15.0,平层,满两年,普通住宅,共有,304,0.2,低楼层,知春路,海淀,简装,有,2,1,1,1,0,0,0,1,0,0,0,0
2899,已购公房,70.0,集中供暖,蓟门东里,1986.0,板塔结合,钢混结构,55.5,440.0,15.0,平层,满五年,普通住宅,非共有,108,0.2,高楼层,知春路,海淀,简装,有,2,1,1,1,0,0,0,1,0,0,0,0
2900,商品房,70.0,集中供暖,蓟门东里,1985.0,板塔结合,钢混结构,55.5,435.0,15.0,平层,满五年,普通住宅,非共有,267,0.2,中楼层,知春路,海淀,精装,有,2,1,1,1,0,0,0,1,0,0,0,0
2901,商品房,70.0,集中供暖,蓟门东里,1993.7698001480385,板塔结合,钢混结构,71.47,539.0,15.0,平层,满五年,普通住宅,非共有,140,0.1,高楼层,知春路,海淀,精装,有,2,1,1,1,0,0,0,1,0,0,0,0
2902,商品房,70.0,集中供暖,蓟门东里,1986.0,塔楼,钢混结构,45.6,368.0,16.0,平层,满五年,普通住宅,非共有,358,0.25,中楼层,知春路,海淀,精装,有,1,1,1,1,0,0,0,1,0,0,0,0
2903,商品房,70.0,集中供暖,蓟门东里,1986.0,塔楼,钢混结构,65.4,506.0,16.0,平层,满五年,普通住宅,非共有,178,0.25,高楼层,知春路,海淀,精装,有,2,1,1,1,0,0,0,0,0,0,0,1
2905,商品房,70.0,集中供暖,蓟门东里,1986.0,塔楼,钢混结构,45.3,385.0,16.0,平层,满五年,普通住宅,共有,161,0.5,顶层,知春路,海淀,精装,有,2,0,1,1,0,0,0,1,0,0,0,0
2906,商品房,70.0,集中供暖,蓟门东里,1986.0,板塔结合,钢混结构,66.7,530.0,15.0,平层,满五年,普通住宅,非共有,257,0.2,中楼层,知春路,海淀,其他,有,2,1,1,1,0,0,0,1,0,0,0,0
2909,商品房,70.0,集中供暖,蓟门东里,1986.0,板塔结合,钢混结构,70.1,579.0,15.0,平层,满五年,普通住宅,非共有,303,0.2,中楼层,知春路,海淀,精装,有,2,1,1,1,0,0,0,1,0,0,0,0
2910,商品房,70.0,集中供暖,蓟门东里,1986.0,板塔结合,钢混结构,71.5,700.0,15.0,平层,满五年,普通住宅,非共有,244,0.2,低楼层,知春路,海淀,其他,有,2,1,1,1,0,0,0,1,0,0,0,0
2911,商品房,70.0,集中供暖,蓟门东里,1987.0,板楼,混合结构,57.6,510.0,6.0,平层,满五年,普通住宅,非共有,305,0.3333333333333333,底层,知春路,海淀,精装,无,3,1,1,1,0,1,1,1,0,0,0,0
2912,商品房,70.0,集中供暖,蓟门东里,1985.0,板塔结合,钢混结构,57.1,465.0,15.0,平层,满五年,普通住宅,非共有,291,0.2,低楼层,知春路,海淀,精装,有,2,1,1,1,0,0,0,1,0,0,1,0
3437,商品房,70.0,集中供暖,科普出版社,1988.0,板塔结合,钢混结构,55.1,460.0,9.0,平层,满五年,普通住宅,非共有,319,0.037037037037037035,高楼层,白石桥,海淀,简装,有,2,1,1,1,0,0,0,1,0,0,0,0
3442,商品房,70.0,集中供暖,康桥水郡,2003.0,板楼,钢混结构,98.51,1300.0,15.0,平层,满五年,普通住宅,非共有,54,0.3333333333333333,中楼层,万柳,海淀,精装,有,2,1,1,1,0,1,0,0,0,0,0,0
3525,商品房,70.0,集中供暖,机械研究院东区,1982.0,板楼,混合结构,54.64,500.0,6.0,平层,满五年,普通住宅,非共有,44,0.3333333333333333,高楼层,甘家口,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
3526,央产房,70.0,集中供暖,机械研究院东区,1982.0,板楼,混合结构,54.93,519.5,5.0,平层,满五年,普通住宅,非共有,43,0.3333333333333333,中楼层,甘家口,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
