,交易权属,产权年限,供暖方式,小区名称,建成年代,建筑类型,建筑结构,建筑面积,总价,总楼层,户型结构,房屋年限,房屋用途,房权所属,挂牌时间,梯户比例,楼层,片区,行政区域,装修情况,配备电梯,室,厅,厨,卫,西北,东,西,南,东南,东北,北,西南
2670,商品房,70.0,集中供暖,师大北路21号院,1999.0,板塔结合,钢混结构,95.15,1030.0,16.0,平层,满五年,普通住宅,非共有,293,0.21052631578947367,中楼层,小西天,海淀,简装,有,3,1,1,1,0,0,0,0,1,0,0,0
2671,商品房,70.0,集中供暖,师大北路21号院,2000.0,板塔结合,钢混结构,105.24,1010.0,16.0,平层,满五年,普通住宅,非共有,356,0.2,中楼层,小西天,海淀,精装,有,3,1,1,1,0,0,0,1,0,0,1,0
2719,商品房,70.0,集中供暖,人济山庄,2003.0,塔楼,钢混结构,171.6,1550.0,26.0,平层,满五年,普通住宅,非共有,131,0.3333333333333333,中楼层,紫竹桥,海淀,精装,有,3,2,1,2,0,0,0,0,1,0,0,0
2720,私产,70.0,集中供暖,人济山庄,2001.0,塔楼,钢混结构,117.93,1020.0,26.0,平层,满五年,普通住宅,非共有,137,0.375,高楼层,紫竹桥,海淀,简装,有,2,2,1,2,0,1,0,0,0,0,0,0
2721,商品房,70.0,集中供暖,人济山庄,2003.0,塔楼,钢混结构,162.57,1225.0,26.0,平层,满五年,普通住宅,非共有,334,0.3333333333333333,中楼层,紫竹桥,海淀,简装,有,3,2,1,2,0,0,0,0,0,0,0,1
2725,商品房,70.0,集中供暖,人济山庄,2003.0,塔楼,钢混结构,149.32,1645.0,26.0,平层,满五年,普通住宅,非共有,276,0.3333333333333333,中楼层,紫竹桥,海淀,精装,有,3,1,1,2,0,1,0,0,0,0,1,0
2727,商品房,70.0,集中供暖,人济山庄,2003.0,塔楼,钢混结构,192.59,1570.0,26.0,平层,满五年,普通住宅,非共有,264,0.5,高楼层,紫竹桥,海淀,简装,有,4,2,1,2,0,0,0,0,0,0,0,1
2728,商品房,70.0,集中供暖,人济山庄,2002.0,塔楼,钢混结构,83.02,790.0,26.0,平层,满五年,普通住宅,非共有,317,0.375,中楼层,紫竹桥,海淀,精装,有,1,1,1,1,0,1,0,0,0,0,0,0
2729,商品房,70.0,集中供暖,人济山庄,2001.0,塔楼,钢混结构,117.93,1090.0,26.0,平层,满五年,普通住宅,非共有,308,0.375,中楼层,紫竹桥,海淀,精装,有,2,1,1,2,0,0,1,0,0,0,0,0
2730,商品房,70.0,集中供暖,人济山庄,2001.0,塔楼,钢混结构,105.18,1195.0,26.0,平层,满五年,普通住宅,非共有,333,0.25,高楼层,紫竹桥,海淀,精装,有,2,1,1,1,0,1,0,0,0,0,0,0
2731,商品房,70.0,集中供暖,人济山庄,2001.0,塔楼,钢混结构,90.49,1030.0,26.0,平层,满五年,普通住宅,非共有,318,0.25,中楼层,紫竹桥,海淀,简装,有,2,1,1,1,0,0,0,0,1,0,0,0
2734,商品房,70.0,集中供暖,人济山庄,2001.0,塔楼,钢混结构,111.81,1100.0,26.0,平层,满五年,普通住宅,非共有,353,0.375,高楼层,紫竹桥,海淀,简装,有,2,1,1,2,0,1,0,0,0,0,0,0
2960,商品房,70.0,集中供暖,上地佳园,2004.0,板塔结合,钢混结构,152.27,1127.0,11.0,平层,满五年,普通住宅,非共有,304,0.5,高楼层,上地,海淀,精装,有,3,2,1,2,0,0,1,1,0,0,1,0
3034,商品房,70.0,集中供暖,世纪金源国际公寓,2002.0,板塔结合,钢混结构,175.7,1000.0,16.0,平层,满五年,普通住宅,非共有,123,0.5,高楼层,世纪城,海淀,精装,有,2,1,1,2,0,0,0,0,0,0,0,1
3073,央产房,70.0,集中供暖,水科院,1997.0,板楼,混合结构,84.6,659.0,6.0,平层,满两年,普通住宅,共有,43,0.5,底层,军博,海淀,简装,无,3,1,1,1,0,1,0,1,0,0,0,0
3075,商品房,70.0,集中供暖,水科院,2001.0,板楼,混合结构,70.54,740.0,6.0,平层,满五年,普通住宅,非共有,221,0.5,高楼层,军博,海淀,其他,无,2,1,1,1,0,0,0,1,0,0,1,0
3099,商品房,70.0,集中供暖,水利局小区,1999.0,板楼,混合结构,79.1,475.0,6.0,平层,满五年,普通住宅,共有,150,0.5,高楼层,马连洼,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
3100,商品房,70.0,集中供暖,水利局小区,1999.0,板楼,混合结构,79.1,510.0,6.0,平层,满五年,普通住宅,非共有,295,0.5,中楼层,马连洼,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
3101,商品房,70.0,集中供暖,水利局小区,2000.0,板楼,混合结构,91.44,572.0,6.0,平层,满两年,普通住宅,非共有,239,0.5,顶层,马连洼,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
3103,商品房,70.0,集中供暖,水利局小区,1999.0,板楼,混合结构,79.1,530.0,6.0,平层,满五年,普通住宅,非共有,270,0.5,中楼层,马连洼,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
3104,商品房,70.0,集中供暖,水利局小区,1990.0,板楼,混合结构,62.1,450.0,5.0,平层,满五年,普通住宅,非共有,353,0.5,顶层,马连洼,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
3105,商品房,70.0,集中供暖,水利局小区,1992.0,板楼,混合结构,63.9,450.0,5.0,平层,满五年,普通住宅,共有,311,0.5,底层,马连洼,海淀,其他,无,2,1,1,1,0,0,0,1,0,0,1,0
3106,商品房,70.0,集中供暖,水利局小区,1999.0,板楼,混合结构,79.1,515.0,6.0,平层,满五年,普通住宅,非共有,315,0.5,顶层,马连洼,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
3107,私产,70.0,集中供暖,水利局小区,1990.0,板楼,混合结构,60.4,425.0,5.0,平层,满五年,普通住宅,非共有,352,0.5,底层,马连洼,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
3108,商品房,70.0,集中供暖,水利局小区,1992.0,板楼,混合结构,65.5,492.0,5.0,平层,满两年,普通住宅,非共有,378,0.5,顶层,马连洼,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
3201,商品房,70.0,集中供暖,生态园,1988.0,板楼,砖混结构,74.2,720.0,3.0,平层,满五年,普通住宅,非共有,399,0.5,底层,学院路,海淀,简装,无,3,1,1,1,0,0,0,1,0,0,1,0
3202,已购公房,70.0,集中供暖,生态园,1987.0,板楼,混合结构,65.0,505.0,6.0,平层,满五年,普通住宅,非共有,343,0.3333333333333333,中楼层,学院路,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
3220,已购公房,70.0,集中供暖,双泉堡125号院,2000.0,板楼,混合结构,102.51,790.0,5.0,平层,满五年,普通住宅,非共有,376,0.25,中楼层,学院路,海淀,精装,无,2,2,1,1,0,0,0,0,1,0,0,0
3246,商品房,70.0,集中供暖,田村路19号院,1986.0,板楼,混合结构,57.8,445.0,6.0,平层,满五年,普通住宅,非共有,333,0.5,中楼层,田村,海淀,其他,无,2,1,1,1,0,0,0,1,0,0,1,0
3348,商品房,70.0,自供暖,藤花紫院,2010.0,板塔结合,钢混结构,85.97,800.0,19.0,平层,满两年,普通住宅,共有,320,0.3333333333333333,低楼层,牡丹园,海淀,精装,有,2,1,1,1,0,1,0,0,0,0,0,0
3362,商品房,70.0,集中供暖,双榆树北里,1986.0,板楼,混合结构,57.2,520.0,6.0,平层,满五年,普通住宅,非共有,311,0.5,底层,双榆树,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
3363,商品房,70.0,集中供暖,双榆树北里,1985.0,板楼,混合结构,39.2,393.0,6.0,平层,满五年,普通住宅,非共有,292,0.3333333333333333,顶层,双榆树,海淀,简装,无,1,1,1,1,0,0,0,1,0,0,0,0
3364,商品房,70.0,集中供暖,双榆树北里,1988.0,板楼,混合结构,71.99,740.0,6.0,平层,满五年,普通住宅,非共有,324,0.3333333333333333,中楼层,双榆树,海淀,简装,无,3,1,1,1,0,0,0,1,1,0,0,1
3365,商品房,70.0,集中供暖,双榆树北里,1986.0,塔楼,钢混结构,54.7,515.0,16.0,平层,满五年,普通住宅,非共有,324,0.2222222222222222,低楼层,双榆树,海淀,其他,有,2,1,1,1,0,0,0,0,0,1,0,0
3368,商品房,70.0,集中供暖,双榆树北里,1985.0,板楼,混合结构,54.0,540.0,6.0,平层,满两年,普通住宅,非共有,276,0.3333333333333333,底层,双榆树,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
3371,商品房,70.0,集中供暖,双榆树北里,1986.0,塔楼,钢混结构,43.2,459.0,16.0,平层,满五年,普通住宅,非共有,348,0.2222222222222222,低楼层,双榆树,海淀,其他,有,1,1,1,1,0,0,0,1,0,0,0,0
3680,商品房,70.0,集中供暖,田村48号院,1983.0,板楼,混合结构,54.9,335.0,6.0,平层,满两年,普通住宅,非共有,236,0.3333333333333333,高楼层,田村,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,0,0
3682,商品房,70.0,集中供暖,田村48号院,1988.0,板楼,混合结构,57.5,370.0,6.0,平层,满五年,普通住宅,非共有,350,0.5,低楼层,田村,海淀,毛坯,无,2,1,1,1,0,0,0,1,0,0,1,0
3711,商品房,70.0,集中供暖,陶瓷厂宿舍,1987.0,板楼,混合结构,56.9,325.0,5.0,平层,满五年,普通住宅,非共有,399,0.3333333333333333,底层,安宁庄,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
3727,已购公房,40.0,集中供暖,市政宿舍,1985.0,板楼,混合结构,69.6,520.0,6.0,平层,满两年,普通住宅,非共有,59,0.5,高楼层,军博,海淀,简装,无,3,1,1,1,0,0,0,1,0,0,1,0
3731,商品房,70.0,自供暖,天秀花园澄秀园,2007.0,板楼,钢混结构,81.27,547.0,6.0,平层,满五年,普通住宅,共有,153,0.3333333333333333,中楼层,马连洼,海淀,精装,无,2,1,1,1,0,1,1,0,0,0,1,0
3732,商品房,70.0,自供暖,天秀花园澄秀园,2007.0,板楼,钢混结构,92.25,643.0,6.0,平层,满五年,普通住宅,非共有,155,0.5,低楼层,马连洼,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
3734,商品房,70.0,自供暖,天秀花园澄秀园,2007.0,板楼,钢混结构,90.65,642.0,6.0,平层,满五年,普通住宅,非共有,246,0.5,中楼层,马连洼,海淀,精装,无,2,2,1,1,0,0,0,1,0,0,1,0
3792,央产房,70.0,集中供暖,清华园铁路宿舍,1982.0,板楼,混合结构,49.98,523.0,6.0,平层,满五年,普通住宅,非共有,171,0.2,中楼层,五道口,海淀,简装,无,2,1,1,1,0,0,0,0,1,0,0,0
3817,已购公房,70.0,集中供暖,文慧园10号院,1989.0,板楼,混合结构,37.7,316.0,6.0,平层,满五年,普通住宅,非共有,136,0.3333333333333333,高楼层,新街口,海淀,简装,无,1,1,1,1,0,0,0,1,0,0,0,0
3820,商品房,70.0,集中供暖,文慧园10号院,1980.0,板楼,混合结构,61.5,538.0,6.0,平层,满五年,普通住宅,非共有,345,0.3333333333333333,底层,新街口,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
3882,商品房,70.0,集中供暖,文慧园路2号院,1994.0,板塔结合,钢混结构,68.03,600.0,12.0,平层,满两年,普通住宅,非共有,136,0.125,高楼层,新街口,海淀,精装,有,2,1,1,1,0,0,0,1,0,0,0,0
22,商品房,70.0,集中供暖,嘉德公寓,1999.0,板塔结合,钢混结构,129.12,731.0,15.0,跃层,满五年,普通住宅,非共有,395,0.25,中楼层,五棵松,海淀,其他,有,2,1,1,2,0,0,0,1,0,0,1,0
54,商品房,70.0,集中供暖,金沟河2号院,1985.0,板楼,混合结构,56.6,375.0,6.0,平层,满五年,普通住宅,非共有,60,0.3333333333333333,高楼层,五棵松,海淀,简装,无,3,1,1,1,0,0,0,1,0,0,1,0
55,央产房,70.0,集中供暖,金沟河2号院,1983.0,板楼,混合结构,40.5,290.0,6.0,平层,满五年,普通住宅,非共有,196,0.2,高楼层,五棵松,海淀,精装,无,1,1,1,1,0,1,0,0,0,0,0,0
56,商品房,70.0,集中供暖,金沟河2号院,1985.0,板楼,混合结构,50.2,365.0,5.0,平层,满五年,普通住宅,共有,140,0.3333333333333333,中楼层,五棵松,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,0,0
57,商品房,70.0,集中供暖,金沟河2号院,1985.0,板楼,混合结构,55.3,361.0,6.0,平层,满五年,普通住宅,非共有,343,0.2,低楼层,五棵松,海淀,简装,无,2,0,1,1,0,1,0,0,0,0,0,0
58,商品房,70.0,集中供暖,金沟河2号院,2000.0,板楼,混合结构,100.47,685.0,6.0,平层,满五年,普通住宅,非共有,389,0.5,高楼层,五棵松,海淀,精装,无,3,1,1,1,0,0,0,1,0,0,1,0
59,商品房,70.0,集中供暖,金沟河2号院,1985.0,板楼,混合结构,53.7,385.0,6.0,平层,满五年,普通住宅,共有,363,0.3333333333333333,底层,五棵松,海淀,简装,无,3,1,1,1,0,0,0,1,0,0,1,0
126,已购公房,70.0,集中供暖,交大东路48号院,1984.0,板楼,混合结构,63.7,540.0,6.0,平层,满五年,普通住宅,共有,146,0.3333333333333333,中楼层,西直门,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
128,商品房,70.0,集中供暖,交大东路48号院,1984.0,板楼,混合结构,42.2,390.0,6.0,平层,满五年,普通住宅,非共有,304,0.3333333333333333,中楼层,西直门,海淀,其他,无,1,1,1,1,0,0,0,1,0,0,0,0
129,商品房,70.0,集中供暖,交大东路48号院,1984.0,板楼,混合结构,43.3,399.0,6.0,平层,满五年,普通住宅,非共有,295,0.3333333333333333,高楼层,西直门,海淀,精装,无,1,1,1,1,0,0,0,1,0,0,0,0
155,限价商品房,70.0,集中供暖,金隅美和园,2008.0,板楼,钢混结构,48.68,366.0,9.0,复式,满五年,普通住宅,非共有,38,0.3333333333333333,顶层,清河,海淀,其他,有,1,1,1,1,0,0,0,1,0,0,0,0
156,商品房,70.0,集中供暖,金隅美和园,2008.0,板楼,钢混结构,83.43,569.0,9.0,平层,满两年,普通住宅,非共有,33,0.3333333333333333,高楼层,清河,海淀,精装,有,2,2,1,1,0,0,0,1,0,0,1,0
157,限价商品房,70.0,集中供暖,金隅美和园,2008.0,板楼,钢混结构,88.65,590.0,9.0,平层,满五年,普通住宅,非共有,50,0.3333333333333333,高楼层,清河,海淀,其他,有,3,1,1,2,0,1,0,1,0,0,1,0
158,商品房,70.0,集中供暖,金隅美和园,2008.0,板楼,钢混结构,65.67,457.8,9.0,平层,满五年,普通住宅,非共有,221,0.3333333333333333,低楼层,清河,海淀,精装,有,1,1,1,1,0,0,0,1,0,0,0,0
159,限价商品房,70.0,集中供暖,金隅美和园,2008.0,板楼,钢混结构,82.23,555.0,9.0,平层,满五年,普通住宅,非共有,56,0.3333333333333333,高楼层,清河,海淀,精装,有,2,2,1,1,0,0,0,1,0,0,0,0
160,限价商品房,70.0,集中供暖,金隅美和园,2008.0,板楼,钢混结构,47.73,348.0,9.0,复式,满五年,普通住宅,非共有,55,0.3333333333333333,顶层,清河,海淀,精装,有,1,1,1,1,0,0,0,1,0,0,1,0
161,商品房,70.0,集中供暖,金隅美和园,2008.0,板楼,钢混结构,84.26,535.0,9.0,平层,满五年,普通住宅,非共有,58,0.3333333333333333,高楼层,清河,海淀,精装,有,2,2,1,1,0,0,0,1,0,0,1,0
162,限价商品房,70.0,集中供暖,金隅美和园,2008.0,板楼,钢混结构,83.65,523.0,9.0,平层,满五年,普通住宅,非共有,62,0.3333333333333333,底层,清河,海淀,精装,有,2,1,1,1,0,0,0,1,0,0,1,0
165,限价商品房,70.0,集中供暖,金隅美和园,2008.0,板楼,钢混结构,85.32,558.0,9.0,平层,满五年,普通住宅,非共有,219,0.3333333333333333,中楼层,清河,海淀,精装,有,2,2,1,1,0,0,0,1,0,0,0,0
166,限价商品房,70.0,集中供暖,金隅美和园,2008.0,板楼,钢混结构,48.53,336.0,9.0,平层,满五年,普通住宅,非共有,84,0.3333333333333333,顶层,清河,海淀,其他,有,1,1,1,1,0,0,0,1,0,0,1,0
167,商品房,70.0,集中供暖,金隅美和园,2008.0,板楼,钢混结构,80.52,507.0,9.0,平层,满五年,普通住宅,非共有,90,0.3333333333333333,顶层,清河,海淀,简装,有,2,1,1,1,0,0,0,1,0,0,0,0
168,商品房,70.0,集中供暖,金隅美和园,2008.0,板楼,钢混结构,64.45,414.0,9.0,平层,满五年,普通住宅,非共有,168,0.3333333333333333,低楼层,清河,海淀,简装,有,2,1,1,1,0,0,0,1,0,0,0,0
170,限价商品房,70.0,集中供暖,金隅美和园,2008.0,板楼,钢混结构,82.95,545.0,9.0,平层,满五年,普通住宅,非共有,199,0.3333333333333333,底层,清河,海淀,精装,有,2,1,1,1,0,0,0,1,0,0,1,0
171,限价商品房,70.0,集中供暖,金隅美和园,2008.0,板楼,钢混结构,65.57,431.0,9.0,平层,满五年,普通住宅,非共有,365,0.3333333333333333,低楼层,清河,海淀,精装,有,1,1,1,1,0,0,0,1,0,0,0,0
172,限价商品房,70.0,集中供暖,金隅美和园,2008.0,板楼,钢混结构,82.49,565.0,9.0,平层,满五年,普通住宅,非共有,261,0.3333333333333333,低楼层,清河,海淀,简装,有,3,2,1,1,0,0,0,1,0,0,1,0
173,商品房,70.0,集中供暖,金隅美和园,2009.0,板楼,钢混结构,83.35,530.0,9.0,平层,满五年,普通住宅,非共有,272,0.3333333333333333,底层,清河,海淀,简装,有,2,1,1,1,0,0,0,1,0,0,1,0
174,商品房,70.0,集中供暖,金隅美和园,2008.0,板楼,钢混结构,82.59,546.0,9.0,平层,满五年,普通住宅,非共有,310,0.3333333333333333,中楼层,清河,海淀,精装,有,2,1,1,1,0,0,0,1,0,0,1,0
176,商品房,70.0,集中供暖,金隅美和园,2008.0,板楼,钢混结构,88.15,616.0,9.0,平层,满五年,普通住宅,非共有,387,0.3333333333333333,低楼层,清河,海淀,精装,有,3,2,1,2,0,1,0,1,0,0,1,0
246,二类经济适用房,70.0,自供暖,巨山馨苑,2005.0,板楼,混合结构,81.37,419.0,6.0,平层,满五年,普通住宅,非共有,235,0.3333333333333333,中楼层,西山,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
247,商品房,70.0,自供暖,巨山馨苑,2005.0,板楼,混合结构,50.87,257.0,6.0,平层,满五年,普通住宅,非共有,116,0.5,顶层,西山,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
248,商品房,70.0,自供暖,巨山馨苑,2005.0,板楼,混合结构,82.13,460.0,6.0,平层,满五年,普通住宅,非共有,226,0.5,底层,西山,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
250,商品房,70.0,自供暖,巨山馨苑,2005.0,板楼,混合结构,104.68,450.0,6.0,平层,满五年,普通住宅,非共有,323,0.5,顶层,西山,海淀,其他,无,4,1,2,1,0,0,0,1,0,0,1,0
267,商品房,70.0,集中供暖,菊园,1996.0,板楼,混合结构,70.68,416.0,6.0,平层,满五年,普通住宅,非共有,261,0.3333333333333333,中楼层,马连洼,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,0,0
268,商品房,70.0,集中供暖,菊园,1996.0,板楼,混合结构,82.78,550.0,6.0,平层,满五年,普通住宅,非共有,264,0.5,高楼层,马连洼,海淀,精装,无,3,1,1,1,0,0,0,1,0,0,1,0
275,商品房,70.0,集中供暖,菊园,1995.0,板楼,混合结构,64.35,428.0,6.0,平层,满五年,普通住宅,非共有,258,0.5,高楼层,马连洼,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
277,商品房,70.0,集中供暖,菊园,1995.0,板楼,混合结构,63.55,418.0,6.0,平层,满五年,普通住宅,非共有,357,0.5,底层,马连洼,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
278,已购公房,70.0,集中供暖,菊园,1994.0,板楼,混合结构,62.5,438.0,6.0,平层,满五年,普通住宅,非共有,288,0.5,中楼层,马连洼,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
279,商品房,70.0,集中供暖,菊园,1995.0,板楼,混合结构,63.29,410.0,6.0,平层,满五年,普通住宅,非共有,253,0.5,低楼层,马连洼,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
280,商品房,70.0,集中供暖,菊园,1995.0,板楼,混合结构,63.29,427.0,6.0,平层,满五年,普通住宅,非共有,327,0.5,中楼层,马连洼,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
281,商品房,70.0,集中供暖,菊园,1995.0,板楼,混合结构,48.7,337.0,6.0,平层,满五年,普通住宅,非共有,278,0.5,底层,马连洼,海淀,精装,无,1,2,1,1,0,0,0,1,0,0,1,0
285,商品房,70.0,集中供暖,菊园,1995.0,板楼,混合结构,63.29,440.0,6.0,平层,满五年,普通住宅,非共有,338,0.5,底层,马连洼,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
286,商品房,70.0,集中供暖,菊园,1995.0,板楼,混合结构,49.63,329.0,6.0,平层,满五年,普通住宅,非共有,293,0.5,顶层,马连洼,海淀,精装,无,1,1,1,1,0,0,1,1,0,0,1,0
287,商品房,70.0,集中供暖,菊园,1996.0,板楼,混合结构,48.7,350.0,6.0,平层,满五年,普通住宅,非共有,349,0.5,底层,马连洼,海淀,简装,无,1,1,1,1,0,0,0,1,0,0,1,0
577,央产房,70.0,集中供暖,教委计生委大院,1995.0,板楼,混合结构,86.0,900.0,7.0,平层,满五年,普通住宅,非共有,262,0.5,低楼层,中关村,海淀,精装,无,3,1,1,1,0,0,0,1,0,0,1,0
578,商品房,70.0,集中供暖,教委计生委大院,1995.0,板楼,混合结构,45.0,545.0,7.0,平层,满五年,普通住宅,非共有,143,0.5,高楼层,中关村,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
581,商品房,70.0,集中供暖,教委计生委大院,1995.0,板楼,混合结构,59.58,728.0,7.0,平层,满五年,普通住宅,非共有,293,0.5,底层,中关村,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
656,商品房,70.0,集中供暖,林大北路10号院,1997.0,板楼,混合结构,72.7,573.0,6.0,平层,满五年,普通住宅,共有,151,0.5,低楼层,学院路,海淀,简装,无,2,2,1,1,0,0,0,1,0,0,1,0
659,已购公房,70.0,自供暖,科委宿舍,1984.0,板塔结合,钢混结构,79.3,820.0,14.0,平层,满五年,普通住宅,非共有,171,0.25,中楼层,定慧寺,海淀,其他,有,3,1,1,1,0,0,0,1,0,0,1,0
660,商品房,70.0,集中供暖,科委宿舍,1982.0,板楼,混合结构,74.2,798.0,5.0,平层,满五年,普通住宅,非共有,89,0.5,中楼层,定慧寺,海淀,其他,无,3,1,1,1,0,0,0,1,0,0,1,0
661,已购公房,70.0,集中供暖,科委宿舍,1982.0,板楼,砖混结构,74.2,855.0,5.0,平层,满五年,普通住宅,非共有,89,0.5,底层,定慧寺,海淀,其他,无,3,1,1,1,0,0,0,1,0,0,1,0
664,商品房,70.0,自供暖,科委宿舍,1986.0,板楼,混合结构,72.9,790.0,6.0,平层,满五年,普通住宅,非共有,208,0.5,中楼层,定慧寺,海淀,其他,无,2,1,1,1,0,0,0,1,0,0,1,0
667,商品房,70.0,自供暖,科委宿舍,1984.0,板塔结合,钢混结构,31.6,388.0,14.0,平层,满两年,普通住宅,非共有,352,0.25,高楼层,定慧寺,海淀,简装,有,1,1,1,1,0,0,0,0,0,0,1,0
726,央产房,70.0,集中供暖,莲花池东路9号院,2000.0,塔楼,钢混结构,68.95,548.0,19.0,平层,满五年,普通住宅,非共有,103,0.2,中楼层,军博,海淀,简装,有,2,1,1,1,0,0,0,0,0,0,0,1
772,商品房,70.0,集中供暖,科育小区,1985.0,板楼,混合结构,113.2,1350.0,4.0,平层,满五年,普通住宅,共有,319,0.5,中楼层,中关村,海淀,精装,无,4,1,1,1,0,0,0,1,0,0,1,0
773,商品房,70.0,集中供暖,科育小区,1960.0,板楼,混合结构,67.2,735.0,4.0,平层,满五年,普通住宅,非共有,385,0.3333333333333333,中楼层,中关村,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
774,商品房,70.0,集中供暖,科育小区,1980.0,板楼,混合结构,47.6,630.0,5.0,平层,满五年,普通住宅,非共有,267,0.3333333333333333,中楼层,中关村,海淀,其他,无,2,1,1,1,0,0,0,1,0,0,1,0
778,央产房,70.0,集中供暖,科育小区,1970.0,板楼,混合结构,61.77,725.0,4.0,平层,满五年,普通住宅,非共有,298,0.3333333333333333,底层,中关村,海淀,其他,无,2,1,1,1,0,0,0,1,0,0,1,0
779,商品房,70.0,集中供暖,科育小区,1979.0,板楼,混合结构,61.53,700.0,4.0,平层,满五年,普通住宅,非共有,310,0.5,中楼层,中关村,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
782,商品房,70.0,集中供暖,科育小区,1975.0,板楼,混合结构,85.15,965.0,4.0,平层,满五年,普通住宅,非共有,393,0.25,中楼层,中关村,海淀,精装,无,3,1,1,1,0,0,0,1,0,0,1,0
783,商品房,70.0,集中供暖,科育小区,1985.0,板楼,混合结构,92.59,1068.0,4.0,平层,满五年,普通住宅,共有,304,0.5,中楼层,中关村,海淀,简装,无,3,1,1,1,0,0,0,1,0,0,1,0
784,商品房,70.0,集中供暖,科育小区,1990.0,板楼,混合结构,67.2,839.0,5.0,平层,满五年,普通住宅,共有,378,0.3333333333333333,底层,中关村,海淀,精装,无,3,1,1,1,0,0,0,1,0,0,1,0
785,商品房,70.0,集中供暖,科育小区,1985.0,板楼,混合结构,92.59,1020.0,4.0,平层,满五年,普通住宅,共有,330,0.5,顶层,中关村,海淀,简装,无,3,1,1,1,0,0,0,1,0,0,1,0
786,商品房,70.0,集中供暖,科育小区,1976.0,板楼,混合结构,49.7,680.0,5.0,平层,满五年,普通住宅,非共有,359,0.3333333333333333,中楼层,中关村,海淀,精装,无,2,1,1,1,0,1,0,1,0,0,1,0
789,商品房,70.0,集中供暖,科育小区,1980.0,板楼,混合结构,51.4,700.0,5.0,平层,满五年,普通住宅,非共有,390,0.3333333333333333,中楼层,中关村,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,0,0
791,商品房,70.0,集中供暖,科育小区,1981.0,板楼,混合结构,52.3,705.5,5.0,平层,满五年,普通住宅,非共有,398,0.3333333333333333,底层,中关村,海淀,其他,无,2,1,1,1,0,0,0,1,0,0,1,0
1019,央产房,70.0,集中供暖,空间物理所小区,1995.0,板楼,混合结构,62.0,735.0,6.0,平层,满五年,普通住宅,非共有,65,0.5,中楼层,中关村,海淀,其他,无,2,1,1,1,0,0,0,1,0,0,1,0
1020,商品房,70.0,集中供暖,空间物理所小区,1995.0,板楼,混合结构,83.1,968.0,6.0,平层,满五年,普通住宅,非共有,183,0.5,中楼层,中关村,海淀,精装,无,3,1,1,1,0,0,0,1,0,0,1,0
1021,商品房,70.0,集中供暖,空间物理所小区,1992.0,板楼,混合结构,79.3,966.0,6.0,平层,满五年,普通住宅,非共有,394,0.5,高楼层,中关村,海淀,其他,无,3,1,1,1,0,0,0,1,0,0,1,0
1022,商品房,70.0,集中供暖,空间物理所小区,1995.0,板楼,混合结构,83.1,950.0,6.0,平层,满五年,普通住宅,非共有,226,0.5,高楼层,中关村,海淀,简装,无,3,1,1,1,0,0,0,1,0,0,1,0
1061,商品房,70.0,集中供暖,岭南路26号院,1981.0,板楼,混合结构,53.5,510.0,6.0,平层,满五年,普通住宅,非共有,111,0.3333333333333333,中楼层,定慧寺,海淀,其他,无,2,1,1,1,0,0,0,1,0,0,0,0
1063,商品房,70.0,集中供暖,岭南路26号院,1985.0,板楼,混合结构,59.9,630.0,6.0,平层,满五年,普通住宅,非共有,235,0.3333333333333333,中楼层,定慧寺,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
